Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,71913,Riyadh,26500,FALSE
MG,RX5,2019,Saudi,White,Full,1.5,Gas,Automatic,Used,39000,Jeddah,56000,FALSE
Genesis,G70,2019,Saudi,Grey,Semi Full,2,Gas,Automatic,Used,11000,Riyadh,109000,FALSE
Ford,Flex,2012,Saudi,Silver,Semi Full,3.5,Gas,Automatic,Used,277000,Dammam,30000,FALSE
GMC,Yukon,2015,Saudi,White,Full,5.3,Gas,Automatic,Used,200000,Dammam,150000,FALSE
GMC,Yukon,2016,Other,White,Full,6.2,Gas,Automatic,Used,126000,Riyadh,176000,FALSE
Mercedes,E,2021,Other,White,Standard,,Gas,Automatic,Used,4000,Riyadh,259000,FALSE
Lexus,UX,2019,Gulf Arabic,Blue,Full,2,Gas,Automatic,Used,7000,Dammam,165000,FALSE
Toyota,Camry,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,238000,Jeddah,48500,FALSE
Mercedes,C,2016,Other,White,Full,2,Gas,Automatic,Used,84000,Dammam,129000,FALSE
Land Rover,Range Rover,2019,Other,Black,,,Gas,Automatic,Used,1800,Riyadh,350000,FALSE
Toyota,Yaris,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,193000,Dammam,25000,FALSE
Mercedes,S,2015,Other,Navy,Full,3,Gas,Automatic,Used,46000,Dammam,210000,FALSE
Toyota,Dyna,1987,Saudi,White,Standard,,Gas,Manual,Used,1100000,Aseer,6000,FALSE
Kia,Picanto,2015,Saudi,Another Color,Standard,1,Gas,Automatic,Used,136000,Al-Medina,18500,FALSE
GMC,Yukon,2008,Saudi,White,Full,5.3,Gas,Automatic,Used,200000,Jeddah,38000,FALSE
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,55000,Riyadh,60000,FALSE
Lexus,LX,2007,Gulf Arabic,White,Full,4.7,Gas,Automatic,Used,269000,Riyadh,Negotiable,TRUE
Kia,Cores,2014,Saudi,White,Full,3.5,Gas,Automatic,Used,81000,Jeddah,78000,FALSE
Honda,Accord,2018,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,32000,Jeddah,97000,FALSE
Toyota,Camry,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,97000,Dammam,68000,FALSE
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,Used,117000,Riyadh,145000,FALSE
Hyundai,Kona,2019,Saudi,Black,Standard,2,Gas,Automatic,Used,76000,Jeddah,56000,FALSE
Hyundai,Creta,2017,Saudi,Silver,Semi Full,1.6,Gas,Automatic,Used,125000,Al-Ahsa,57000,FALSE
Mercedes,S,2014,Gulf Arabic,Navy,Full,4.7,Gas,Automatic,Used,102000,Makkah,Negotiable,TRUE
Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,Used,75000,Riyadh,64000,FALSE
GMC,Yukon,2011,Saudi,White,Full,8,Gas,Automatic,Used,200,Taef,70000,FALSE
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,88795,Riyadh,26500,FALSE
Kia,Rio,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,272232,Riyadh,26500,FALSE
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,145161,Riyadh,27000,FALSE
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,117081,Riyadh,27000,FALSE
Honda,Odyssey,2015,Saudi,Grey,Standard,3.5,Gas,Automatic,Used,192000,Dammam,58000,FALSE
Geely,EC8,2016,Saudi,Silver,Full,,Gas,Automatic,Used,80000,Aseer,22000,FALSE
Mazda,6,2014,Other,Black,Full,,Gas,Manual,Used,201000,Riyadh,42000,FALSE
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4,Gas,Automatic,Used,39000,Riyadh,131500,FALSE
Nissan,Sylvian Bus,2018,Saudi,White,Full,3,Gas,Manual,Used,3000,Riyadh,107000,FALSE
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4,Gas,Automatic,Used,86000,Riyadh,127000,FALSE
Lexus,LX,2018,Saudi,White,Full,1,Gas,Automatic,Used,105000,Riyadh,355000,FALSE
Land Rover,Range Rover,2014,Saudi,White,Full,,Gas,Automatic,Used,131000,Riyadh,230000,FALSE
Cadillac,CT6,2019,Saudi,Silver,Full,3.6,Gas,Automatic,Used,17500,Riyadh,Negotiable,TRUE
Hyundai,H1,2015,Saudi,Black,Semi Full,,Gas,Automatic,Used,131000,Al-Medina,42000,FALSE
Mercedes,S,2015,Other,Black,Full,,Gas,Automatic,Used,109000,Riyadh,199000,FALSE
Toyota,Camry,2019,Saudi,Black,Full,2.5,Gas,Automatic,Used,13000,Riyadh,94000,FALSE
Toyota,Camry,2020,Saudi,Brown,Standard,2.5,Gas,Automatic,Used,37000,Riyadh,80000,FALSE
Toyota,Hilux,2014,Saudi,White,Standard,2.5,Gas,Manual,Used,125000,Riyadh,40000,FALSE
Ford,Taurus,2019,Saudi,Black,Standard,2,Gas,Automatic,Used,49000,Riyadh,82000,FALSE
Toyota,Camry,2019,Saudi,Black,Standard,2.5,Gas,Automatic,Used,48000,Riyadh,80000,FALSE
Hyundai,Sonata,2018,Saudi,White,Semi Full,2,Gas,Automatic,Used,116000,Riyadh,55000,FALSE
Ford,Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,Used,235000,Riyadh,50000,FALSE
Nissan,Patrol,2015,Saudi,Another Color,Full,5.6,Gas,Automatic,Used,228000,Riyadh,130000,FALSE
Toyota,Ciocca,2009,Saudi,Grey,Full,5.7,Gas,Automatic,Used,343000,Riyadh,60000,FALSE
Chevrolet,Tahoe,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,Used,233000,Riyadh,98000,FALSE
Toyota,Land Cruiser Pickup,2018,Saudi,Another Color,Standard,4,Gas,Manual,Used,98000,Riyadh,105000,FALSE
Genesis,G80,2019,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,Used,50000,Riyadh,125000,FALSE
Toyota,Cressida,1996,Saudi,White,Semi Full,,Gas,Manual,Used,8000,Aseer,13000,FALSE
Lexus,LX,2018,Gulf Arabic,Golden,Full,7.5,Gas,Automatic,Used,122000,Taef,340000,FALSE
Kia,Sportage,2020,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,43000,Riyadh,Negotiable,TRUE
Renault,Duster,2017,Saudi,White,Standard,2,Gas,Automatic,Used,49597,Riyadh,27500,FALSE
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,37644,Riyadh,27500,FALSE
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,Used,55531,Riyadh,27500,FALSE
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,49214,Riyadh,27500,FALSE
Mercedes,GLC,2017,Gulf Arabic,White,Full,,Gas,Manual,Used,143000,Riyadh,155000,FALSE
Hyundai,H1,2020,Saudi,Black,Full,,Gas,Automatic,Used,40000,Jeddah,Negotiable,TRUE
Chevrolet,Impala,2017,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,Used,89000,Riyadh,62000,FALSE
Kia,Carnival,2016,Other,Golden,Semi Full,,Gas,Automatic,Used,118000,Riyadh,59000,FALSE
Honda,Accord,2018,Gulf Arabic,Silver,Semi Full,1.5,Gas,Automatic,Used,38000,Riyadh,87000,FALSE
GMC,Yukon,2014,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,188000,Abha,Negotiable,TRUE
Toyota,Camry,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,Used,62000,Riyadh,75000,FALSE
Mercedes,C,2015,Gulf Arabic,White,Semi Full,2,Gas,Automatic,Used,173000,Riyadh,108000,FALSE
Geely,EC8,2012,Saudi,Black,Full,2.3,Gas,Automatic,Used,200000,Riyadh,11500,FALSE
Lexus,ES,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,45000,Riyadh,112000,FALSE
HAVAL,H6,2020,Saudi,Black,Full,2,Gas,Automatic,Used,2000,Jeddah,69000,FALSE
Chrysler,300,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,16000,Riyadh,90000,FALSE
Ford,Flex,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,110000,Riyadh,67000,FALSE
Nissan,Patrol,2016,Gulf Arabic,Black,Full,4,Gas,Automatic,Used,92000,Riyadh,175000,FALSE
Mercedes,E,2016,Gulf Arabic,White,Full,3,Gas,Automatic,Used,114000,Riyadh,106000,FALSE
Toyota,FJ,2015,Saudi,White,Full,4,Gas,Automatic,Used,259880,Riyadh,89000,FALSE
Kia,Optima,2017,Gulf Arabic,Brown,Standard,2.4,Gas,Automatic,Used,75000,Riyadh,48000,FALSE
GMC,Yukon,2017,Gulf Arabic,Bronze,Semi Full,5.3,Gas,Automatic,Used,96000,Riyadh,145000,FALSE
BMW,The 7,2017,Gulf Arabic,Navy,Full,2,Gas,Automatic,Used,87000,Riyadh,175000,FALSE
Chevrolet,Impala,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,114000,Riyadh,65000,FALSE
Ford,Explorer,2016,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,Used,111000,Riyadh,75000,FALSE
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,81000,Riyadh,62000,FALSE
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,57000,FALSE
Chevrolet,Tahoe,2016,Gulf Arabic,Golden,Semi Full,,Gas,Automatic,Used,97000,Riyadh,135000,FALSE
Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,63744,Riyadh,25000,FALSE
Nissan,Z370,2015,Saudi,Red,Semi Full,3.7,Gas,Automatic,Used,111075,Jazan,80000,FALSE
Ford,Victoria,2006,Saudi,Oily,Standard,4.6,Gas,Automatic,Used,320000,Taef,19500,FALSE
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,180818,Riyadh,27500,FALSE
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,144024,Riyadh,27500,FALSE
Changan,Seven,2020,Saudi,Red,Standard,1.5,Gas,Automatic,Used,47528,Riyadh,28500,FALSE
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,Used,36833,Riyadh,28500,FALSE
Chevrolet,Impala,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,114000,Riyadh,65000,FALSE
Ford,Explorer,2016,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,Used,111000,Riyadh,75000,FALSE
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,81000,Riyadh,62000,FALSE
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,57000,FALSE
Chevrolet,Tahoe,2016,Gulf Arabic,Golden,Semi Full,,Gas,Automatic,Used,97000,Riyadh,135000,FALSE
Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,63744,Riyadh,25000,FALSE
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,71000,Riyadh,38000,FALSE
Hyundai,Sonata,2018,Other,White,Full,2,Gas,Automatic,Used,65239,Qassim,67000,FALSE
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,131000,Jeddah,35000,FALSE
Ford,Expedition,2008,Saudi,Blue,Semi Full,5.4,Gas,Automatic,Used,346000,Dammam,27000,FALSE
Rolls-Royce,Ghost,2010,Saudi,Blue,Full,6,Gas,Automatic,Used,175000,Dammam,310000,FALSE
Genesis,G80,2016,Other,White,Full,3.8,Gas,Automatic,Used,124000,Riyadh,86000,FALSE
Mercedes,E,2019,Other,Black,Standard,,Gas,Automatic,Used,38000,Riyadh,216000,FALSE
Porsche,911,2013,Saudi,Grey,Full,3.5,Gas,Automatic,Used,26000,Dammam,280000,FALSE
Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,Used,121000,Jeddah,48000,FALSE
Genesis,Royal,2015,Saudi,Black,Full,5,Gas,Automatic,Used,98000,Riyadh,111000,FALSE
BMW,The 7,2020,Gulf Arabic,Black,Full,2,Gas,Automatic,Used,14000,Riyadh,349000,FALSE
Kia,Carnival,2009,Saudi,Another Color,Standard,3.5,Gas,Automatic,Used,126000,Dammam,20000,FALSE
Lexus,ES,2019,Other,Black,Full,3.5,Gas,Automatic,Used,40000,Dammam,185000,FALSE
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,Used,68000,Al-Medina,26500,FALSE
Ford,Focus,2014,Saudi,Black,Standard,1.5,Gas,Automatic,Used,75000,Riyadh,21000,FALSE
Toyota,Land Cruiser,2018,Saudi,Silver,Full,5.7,Gas,Automatic,Used,23435,Riyadh,Negotiable,TRUE
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6,Gas,Automatic,Used,106000,Dammam,79000,FALSE
Chevrolet,Impala,2016,Saudi,White,Standard,3.5,Gas,Automatic,Used,91000,Dammam,55000,FALSE
Toyota,Furniture,2014,Saudi,White,Standard,2.7,Gas,Automatic,Used,127000,Jeddah,57000,FALSE
Mazda,CX9,2017,Saudi,Brown,Full,,Gas,Automatic,Used,123000,Riyadh,Negotiable,TRUE
Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,Used,21000,Jazan,275000,FALSE
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,79968,Riyadh,29000,FALSE
Toyota,Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,Used,203429,Riyadh,29000,FALSE
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,93788,Riyadh,29000,FALSE
Renault,Duster,2018,Saudi,Black,Standard,2,Gas,Automatic,Used,164169,Riyadh,29500,FALSE
GMC,Sierra,2020,Saudi,Navy,Standard,5.3,Gas,Automatic,Used,17000,Dammam,156000,FALSE
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,Used,34000,Riyadh,158000,FALSE
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,170000,Jeddah,26000,FALSE
Ford,Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,160000,Al-Ahsa,65000,FALSE
Hyundai,Elantra,2018,Saudi,Grey,Standard,2,Gas,Automatic,Used,94000,Riyadh,Negotiable,TRUE
Nissan,X-Trail,2006,Saudi,White,Standard,2.5,Gas,Automatic,Used,238000,Dammam,13000,FALSE
Isuzu,Dyna,2021,Saudi,White,Standard,3,Diesel,Manual,Used,100000,Riyadh,Negotiable,TRUE
Toyota,Land Cruiser,2020,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,Used,124000,Jeddah,250000,FALSE
Toyota,Land Cruiser,2015,Saudi,Black,Full,5.7,Gas,Automatic,Used,119000,Dammam,180000,FALSE
Chevrolet,Tahoe,2015,Other,Black,Full,5.7,Gas,Automatic,Used,168000,Dammam,110000,FALSE
Honda,Accord,2019,Gulf Arabic,White,Full,2,Gas,Automatic,Used,45000,Riyadh,102000,FALSE
Mercedes,C,2017,Other,Grey,Full,3,Gas,Automatic,Used,210000,Riyadh,210000,FALSE
Nissan,Land Cruiser Pickup,2016,Saudi,White,Full,,Gas,Automatic,Used,44000,Riyadh,95000,FALSE
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,60000,Riyadh,240000,FALSE
Lexus,LX,2020,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,455000,Riyadh,455000,FALSE
Ford,F150,2017,Other,Grey,Full,8,Gas,Automatic,Used,140000,Riyadh,145000,FALSE
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,Used,388000,Riyadh,55000,FALSE
Toyota,Land Cruiser,2019,Saudi,White,Full,,Gas,Automatic,Used,35000,Hafar Al-Batin,Negotiable,TRUE
Subaru,Forester,2010,Saudi,White,Standard,2.4,Gas,Automatic,Used,113000,Dammam,18500,FALSE
Toyota,Land Cruiser,2021,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,Used,3500,Riyadh,Negotiable,TRUE
Mazda,CX5,2020,Saudi,Grey,Full,,Gas,Automatic,Used,35000,Riyadh,Negotiable,TRUE
Ford,Taurus,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,199,Riyadh,Negotiable,TRUE
Zhengzhou,Pick up,2020,Saudi,White,Semi Full,2.4,Gas,Manual,Used,13800,Sabya,35000,FALSE
Toyota,Ciocca,2009,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,275000,Makkah,55000,FALSE
Mercedes,ML,2010,Saudi,White,Full,5,Gas,Automatic,Used,104000,Makkah,Negotiable,TRUE
Toyota,Land Cruiser,1997,Gulf Arabic,Bronze,Full,6,Gas,Automatic,Used,30000,Besha,Negotiable,TRUE
Renault,Duster,2018,Saudi,Oily,Standard,2,Gas,Automatic,Used,53811,Riyadh,29500,FALSE
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,93049,Riyadh,29500,FALSE
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,87042,Riyadh,29500,FALSE
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,85093,Riyadh,29500,FALSE
Land Rover,Range Rover,2015,Gulf Arabic,White,Full,,Gas,Automatic,Used,140000,Riyadh,260000,FALSE
BMW,The 4,2015,Gulf Arabic,Blue,Full,,Gas,Automatic,Used,122000,Riyadh,110000,FALSE
Lexus,GS,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,78000,Riyadh,170000,FALSE
Mitsubishi,Pajero,2018,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,Used,56525,Riyadh,78000,FALSE
Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,,Gas,Automatic,Used,76000,Riyadh,68000,FALSE
Mercedes,C,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,119000,Riyadh,130000,FALSE
Chrysler,C300,2018,Gulf Arabic,Black,Full,,Gas,Automatic,Used,49000,Riyadh,135000,FALSE
Land Rover,Range Rover,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,110000,Riyadh,255000,FALSE
Land Rover,Range Rover,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,132000,Riyadh,235000,FALSE
MINI,Copper,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,42000,Riyadh,95000,FALSE
Chevrolet,Impala,2019,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,84000,Riyadh,77000,FALSE
Toyota,Avalon,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,53000,Riyadh,118000,FALSE
Nissan,Patrol,2019,Saudi,White,Full,,Gas,Automatic,Used,43000,Riyadh,225000,FALSE
GMC,Acadia,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,106000,Riyadh,75000,FALSE
GMC,Sierra,2020,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,32000,Riyadh,158000,FALSE
Land Rover,Range Rover,2020,Gulf Arabic,Golden,Full,,Diesel,Automatic,Used,36000,Riyadh,540000,FALSE
Lexus,ES,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,95000,Riyadh,141000,FALSE
Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,39000,Riyadh,160000,FALSE
Honda,City,2016,Saudi,Black,Full,,Gas,Automatic,Used,51000,Riyadh,41000,FALSE
Land Rover,Range Rover,2019,Other,Black,Full,,Gas,Automatic,Used,28000,Riyadh,450000,FALSE
Lexus,LX,2018,Other,White,Full,,Gas,Automatic,Used,107000,Riyadh,365000,FALSE
Mitsubishi,Pajero,2018,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,Used,56000,Riyadh,76000,FALSE
Chevrolet,Tahoe,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,73000,Riyadh,142000,FALSE
Toyota,Prado,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,39000,Riyadh,151000,FALSE
Kia,Cadenza,2019,Gulf Arabic,White,Semi Full,,Gas,Manual,Used,72000,Riyadh,88000,FALSE
Ford,Echo Sport,2020,Gulf Arabic,White,Semi Full,2,Gas,Automatic,Used,2700,Riyadh,55000,FALSE
Chevrolet,Tahoe,2017,Saudi,Black,Standard,,Gas,Automatic,Used,136000,Qassim,Negotiable,TRUE
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,123291,Riyadh,29500,FALSE
Renault,Duster,2018,Saudi,Grey,Standard,2,Gas,Automatic,Used,117719,Riyadh,29500,FALSE
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,51717,Jeddah,29500,FALSE
Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,Used,26323,Jeddah,29500,FALSE
Mercedes,CLA,2017,Saudi,Red,Full,,Gas,Automatic,Used,103000,Riyadh,110000,FALSE
Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,75000,Riyadh,125000,FALSE
Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,24000,Riyadh,160000,FALSE
MINI,Copper,2018,Saudi,Oily,Full,,Gas,Automatic,Used,27000,Riyadh,Negotiable,TRUE
Chevrolet,Tahoe,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,55000,Riyadh,168000,FALSE
Land Rover,Range Rover,2018,Saudi,White,Full,,Gas,Automatic,Used,26000,Riyadh,170000,FALSE
BMW,The 5,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,105000,Riyadh,85000,FALSE
Toyota,Camry,2016,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,83000,Riyadh,72000,FALSE
Hyundai,Sonata,2019,Gulf Arabic,White,Standard,,Gas,Automatic,Used,35000,Riyadh,64000,FALSE
Land Rover,Range Rover,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,125000,Riyadh,245000,FALSE
Chevrolet,Silverado,2017,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,Used,110000,Riyadh,107000,FALSE
Audi,A5,2016,Gulf Arabic,Blue,Full,,Gas,Automatic,Used,90000,Riyadh,115000,FALSE
Hyundai,Senta fe,2016,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,12000,Riyadh,79000,FALSE
Chevrolet,Tahoe,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,197000,Riyadh,92000,FALSE
Jeep,Cherokee,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,81000,Riyadh,88000,FALSE
Toyota,Camry,2018,Gulf Arabic,White,Full,,Gas,Automatic,Used,42000,Riyadh,95000,FALSE
Land Rover,Range Rover,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,120000,Riyadh,235000,FALSE
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,48000,Riyadh,68000,FALSE
BMW,X,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,130000,Riyadh,160000,FALSE
Nissan,Patrol,2015,Saudi,Grey,Semi Full,,Gas,Automatic,Used,134000,Riyadh,135000,FALSE
Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,100000,Riyadh,115000,FALSE
MINI,Copper,2018,Saudi,Silver,Full,,Gas,Manual,Used,59000,Riyadh,85000,FALSE
Lexus,ES,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,85000,Riyadh,141000,FALSE
Lexus,ES,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,75000,Riyadh,141000,FALSE
Chevrolet,Impala,2019,Gulf Arabic,Black,Standard,,Gas,Automatic,Used,85000,Riyadh,68500,FALSE
Lincoln,Navigator,2008,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,532000,Khobar,35000,FALSE
Toyota,FJ,2020,Saudi,Grey,Standard,4,Gas,Automatic,Used,46000,Riyadh,135000,FALSE
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,106818,Riyadh,29500,FALSE
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,103461,Riyadh,30000,FALSE
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,110448,Riyadh,30000,FALSE
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,143021,Riyadh,30000,FALSE
Chevrolet,Suburban,2018,Gulf Arabic,Black,Full,,Gas,Automatic,Used,48000,Riyadh,163000,FALSE
Chevrolet,Impala,2019,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,85000,Riyadh,73000,FALSE
Honda,Odyssey,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,80000,Riyadh,72000,FALSE
Nissan,Altima,2019,Gulf Arabic,White,Full,2.5,Gas,Automatic,Used,1000,Riyadh,115000,FALSE
Genesis,G80,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,66000,Riyadh,119000,FALSE
Mercedes,S,2015,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,53000,Riyadh,260000,FALSE
Mercedes,C,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,120000,Riyadh,143000,FALSE
Toyota,Land Cruiser Pickup,1999,Gulf Arabic,White,Full,4.5,Gas,Manual,Used,500000,Riyadh,Negotiable,TRUE
Mercedes,E,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,120000,Riyadh,135000,FALSE
Land Rover,Range Rover,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,58000,Riyadh,250000,FALSE
Lexus,RX,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,59000,Riyadh,188000,FALSE
Hyundai,Sonata,2019,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,28000,Riyadh,68000,FALSE
Mercedes,S,2019,Gulf Arabic,Black,Full,,Gas,Automatic,Used,6000,Riyadh,470000,FALSE
Hyundai,Senta fe,2015,Gulf Arabic,Silver,Full,,Gas,Automatic,Used,350000,Riyadh,52000,FALSE
Lexus,LX,2015,Saudi,White,Full,,Gas,Automatic,Used,94000,Riyadh,238000,FALSE
Chevrolet,Tahoe,2010,Saudi,Bronze,Full,,Gas,Automatic,Used,292000,Riyadh,55000,FALSE
Chevrolet,Suburban,2018,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,58000,Riyadh,170000,FALSE
Kia,Optima,2018,Gulf Arabic,White,Standard,,Gas,Automatic,Used,48000,Riyadh,67000,FALSE
Jeep,Wrangler,2017,Gulf Arabic,Green,Full,,Gas,Automatic,Used,42000,Riyadh,110000,FALSE
Mercedes,CLA,2019,Gulf Arabic,White,Full,,Gas,Automatic,Used,28000,Riyadh,149000,FALSE
GMC,Yukon,2016,Gulf Arabic,Bronze,Standard,,Gas,Automatic,Used,88000,Riyadh,141000,FALSE
Ford,Expedition,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,81000,Riyadh,88000,FALSE
Hyundai,Sonata,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,38000,Riyadh,63000,FALSE
Lexus,ES,2015,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,104000,Riyadh,105000,FALSE
Mercedes,G,2015,Saudi,White,Full,8.8,Gas,Automatic,Used,213000,Riyadh,240000,FALSE
Chevrolet,Impala,2014,Saudi,Black,Semi Full,,Gas,Automatic,Used,189000,Dammam,40000,FALSE
